,latin_name,english_name,edibility,filename,mushroomworld_url,image_url
3,Clitocybe clavipes,Club-footed Clitocybe,Inedible,Clitocybeclavipes4.JPG,http://www.mushroom.world/show?n=Clitocybe-clavipes,http://www.mushroom.world/data/fungi/Clitocybeclavipes4.JPG
4,Clitocybe clavipes,Club-footed Clitocybe,Inedible,Clitocybeclavipes5.JPG,http://www.mushroom.world/show?n=Clitocybe-clavipes,http://www.mushroom.world/data/fungi/Clitocybeclavipes5.JPG
0,Clitocybe gibba,Common Funnel Cap,Inedible,Clitocybegibba1.JPG,http://www.mushroom.world/show?n=Clitocybe-gibba,http://www.mushroom.world/data/fungi/Clitocybegibba1.JPG
1,Clitocybe gibba,Common Funnel Cap,Inedible,Clitocybegibba2.JPG,http://www.mushroom.world/show?n=Clitocybe-gibba,http://www.mushroom.world/data/fungi/Clitocybegibba2.JPG
2,Clitocybe gibba,Common Funnel Cap,Inedible,Clitocybegibba3.JPG,http://www.mushroom.world/show?n=Clitocybe-gibba,http://www.mushroom.world/data/fungi/Clitocybegibba3.JPG
3,Clitocybe gibba,Common Funnel Cap,Inedible,Clitocybegibba4.JPG,http://www.mushroom.world/show?n=Clitocybe-gibba,http://www.mushroom.world/data/fungi/Clitocybegibba4.JPG
4,Clitocybe gibba,Common Funnel Cap,Inedible,Clitocybegibba5.JPG,http://www.mushroom.world/show?n=Clitocybe-gibba,http://www.mushroom.world/data/fungi/Clitocybegibba5.JPG
5,Clitocybe gibba,Common Funnel Cap,Inedible,Clitocybegibba6.JPG,http://www.mushroom.world/show?n=Clitocybe-gibba,http://www.mushroom.world/data/fungi/Clitocybegibba6.JPG
0,Clitocybe nebularis,Clouded Funnel Cap,Inedible,Clitocybenebularis1.JPG,http://www.mushroom.world/show?n=Clitocybe-nebularis,http://www.mushroom.world/data/fungi/Clitocybenebularis1.JPG
1,Clitocybe nebularis,Clouded Funnel Cap,Inedible,Clitocybenebularis2.JPG,http://www.mushroom.world/show?n=Clitocybe-nebularis,http://www.mushroom.world/data/fungi/Clitocybenebularis2.JPG
2,Clitocybe nebularis,Clouded Funnel Cap,Inedible,Clitocybenebularis3.JPG,http://www.mushroom.world/show?n=Clitocybe-nebularis,http://www.mushroom.world/data/fungi/Clitocybenebularis3.JPG
3,Clitocybe nebularis,Clouded Funnel Cap,Inedible,Clitocybenebularis4.JPG,http://www.mushroom.world/show?n=Clitocybe-nebularis,http://www.mushroom.world/data/fungi/Clitocybenebularis4.JPG
4,Clitocybe nebularis,Clouded Funnel Cap,Inedible,Clitocybenebularis5.jpg,http://www.mushroom.world/show?n=Clitocybe-nebularis,http://www.mushroom.world/data/fungi/Clitocybenebularis5.jpg
0,Clitopilus prunulus,Dread Dough Clitopilus,Edible,Clitopilusprunulus1.JPG,http://www.mushroom.world/show?n=Clitopilus-prunulus,http://www.mushroom.world/data/fungi/Clitopilusprunulus1.JPG
1,Clitopilus prunulus,Dread Dough Clitopilus,Edible,Clitopilusprunulus2.JPG,http://www.mushroom.world/show?n=Clitopilus-prunulus,http://www.mushroom.world/data/fungi/Clitopilusprunulus2.JPG
2,Clitopilus prunulus,Dread Dough Clitopilus,Edible,Clitopilusprunulus3.jpg,http://www.mushroom.world/show?n=Clitopilus-prunulus,http://www.mushroom.world/data/fungi/Clitopilusprunulus3.jpg
0,Collybia dryophila,Russet Toughshank,Inedible,Collybiadryophila1.JPG,http://www.mushroom.world/show?n=Collybia-dryophila,http://www.mushroom.world/data/fungi/Collybiadryophila1.JPG
1,Collybia dryophila,Russet Toughshank,Inedible,Collybiadryophila2.JPG,http://www.mushroom.world/show?n=Collybia-dryophila,http://www.mushroom.world/data/fungi/Collybiadryophila2.JPG
2,Collybia dryophila,Russet Toughshank,Inedible,Collybiadryophila3.JPG,http://www.mushroom.world/show?n=Collybia-dryophila,http://www.mushroom.world/data/fungi/Collybiadryophila3.JPG
3,Collybia dryophila,Russet Toughshank,Inedible,Collybiadryophila4.JPG,http://www.mushroom.world/show?n=Collybia-dryophila,http://www.mushroom.world/data/fungi/Collybiadryophila4.JPG
0,Coltricia perennis,Tiger's Eye,Inedible,Coltriciaperennis1.JPG,http://www.mushroom.world/show?n=Coltricia-perennis,http://www.mushroom.world/data/fungi/Coltriciaperennis1.JPG
1,Coltricia perennis,Tiger's Eye,Inedible,Coltriciaperennis2.JPG,http://www.mushroom.world/show?n=Coltricia-perennis,http://www.mushroom.world/data/fungi/Coltriciaperennis2.JPG
2,Coltricia perennis,Tiger's Eye,Inedible,Coltriciaperennis3.JPG,http://www.mushroom.world/show?n=Coltricia-perennis,http://www.mushroom.world/data/fungi/Coltriciaperennis3.JPG
3,Coltricia perennis,Tiger's Eye,Inedible,Coltriciaperennis4.JPG,http://www.mushroom.world/show?n=Coltricia-perennis,http://www.mushroom.world/data/fungi/Coltriciaperennis4.JPG
4,Coltricia perennis,Tiger's Eye,Inedible,Coltriciaperennis5.JPG,http://www.mushroom.world/show?n=Coltricia-perennis,http://www.mushroom.world/data/fungi/Coltriciaperennis5.JPG
0,Coprinopsis atramentaria,Common Ink Cap,Poisonous,Coprinopsisatramentaria1.JPG,http://www.mushroom.world/show?n=Coprinopsis-atramentaria,http://www.mushroom.world/data/fungi/Coprinopsisatramentaria1.JPG
1,Coprinopsis atramentaria,Common Ink Cap,Poisonous,Coprinopsisatramentaria2.JPG,http://www.mushroom.world/show?n=Coprinopsis-atramentaria,http://www.mushroom.world/data/fungi/Coprinopsisatramentaria2.JPG
2,Coprinopsis atramentaria,Common Ink Cap,Poisonous,Coprinopsisatramentaria3.JPG,http://www.mushroom.world/show?n=Coprinopsis-atramentaria,http://www.mushroom.world/data/fungi/Coprinopsisatramentaria3.JPG
3,Coprinopsis atramentaria,Common Ink Cap,Poisonous,Coprinopsisatramentaria4.JPG,http://www.mushroom.world/show?n=Coprinopsis-atramentaria,http://www.mushroom.world/data/fungi/Coprinopsisatramentaria4.JPG
4,Coprinopsis atramentaria,Common Ink Cap,Poisonous,Coprinopsisatramentaria5.JPG,http://www.mushroom.world/show?n=Coprinopsis-atramentaria,http://www.mushroom.world/data/fungi/Coprinopsisatramentaria5.JPG
5,Coprinopsis atramentaria,Common Ink Cap,Poisonous,Coprinopsisatramentaria6.JPG,http://www.mushroom.world/show?n=Coprinopsis-atramentaria,http://www.mushroom.world/data/fungi/Coprinopsisatramentaria6.JPG
0,Coprinus comatus,Shaggy-mane Inky Cap,Edible and good,Coprinuscomatus1.JPG,http://www.mushroom.world/show?n=Coprinus-comatus,http://www.mushroom.world/data/fungi/Coprinuscomatus1.JPG
1,Coprinus comatus,Shaggy-mane Inky Cap,Edible and good,Coprinuscomatus2.JPG,http://www.mushroom.world/show?n=Coprinus-comatus,http://www.mushroom.world/data/fungi/Coprinuscomatus2.JPG
2,Coprinus comatus,Shaggy-mane Inky Cap,Edible and good,Coprinuscomatus3.JPG,http://www.mushroom.world/show?n=Coprinus-comatus,http://www.mushroom.world/data/fungi/Coprinuscomatus3.JPG
3,Coprinus comatus,Shaggy-mane Inky Cap,Edible and good,Coprinuscomatus4.JPG,http://www.mushroom.world/show?n=Coprinus-comatus,http://www.mushroom.world/data/fungi/Coprinuscomatus4.JPG
4,Coprinus comatus,Shaggy-mane Inky Cap,Edible and good,Coprinuscomatus5.JPG,http://www.mushroom.world/show?n=Coprinus-comatus,http://www.mushroom.world/data/fungi/Coprinuscomatus5.JPG
0,Coprinus plicatilis,Umbrella Inky Cap,Inedible,Coprinusplicatilis1.JPG,http://www.mushroom.world/show?n=Coprinus-plicatilis,http://www.mushroom.world/data/fungi/Coprinusplicatilis1.JPG
1,Coprinus plicatilis,Umbrella Inky Cap,Inedible,Coprinusplicatilis2.JPG,http://www.mushroom.world/show?n=Coprinus-plicatilis,http://www.mushroom.world/data/fungi/Coprinusplicatilis2.JPG
2,Coprinus plicatilis,Umbrella Inky Cap,Inedible,Coprinusplicatilis3.JPG,http://www.mushroom.world/show?n=Coprinus-plicatilis,http://www.mushroom.world/data/fungi/Coprinusplicatilis3.JPG
3,Coprinus plicatilis,Umbrella Inky Cap,Inedible,Coprinusplicatilis4.JPG,http://www.mushroom.world/show?n=Coprinus-plicatilis,http://www.mushroom.world/data/fungi/Coprinusplicatilis4.JPG
4,Coprinus plicatilis,Umbrella Inky Cap,Inedible,Coprinusplicatilis5.JPG,http://www.mushroom.world/show?n=Coprinus-plicatilis,http://www.mushroom.world/data/fungi/Coprinusplicatilis5.JPG
5,Coprinus plicatilis,Umbrella Inky Cap,Inedible,Coprinusplicatilis6.JPG,http://www.mushroom.world/show?n=Coprinus-plicatilis,http://www.mushroom.world/data/fungi/Coprinusplicatilis6.JPG
0,Cortinarius alboviolaceus,Silvery Violet Cort,Inedible,Cortinariusalboviolaceus1.JPG,http://www.mushroom.world/show?n=Cortinarius-alboviolaceus,http://www.mushroom.world/data/fungi/Cortinariusalboviolaceus1.JPG
1,Cortinarius alboviolaceus,Silvery Violet Cort,Inedible,Cortinariusalboviolaceus2.JPG,http://www.mushroom.world/show?n=Cortinarius-alboviolaceus,http://www.mushroom.world/data/fungi/Cortinariusalboviolaceus2.JPG
2,Cortinarius alboviolaceus,Silvery Violet Cort,Inedible,Cortinariusalboviolaceus3.JPG,http://www.mushroom.world/show?n=Cortinarius-alboviolaceus,http://www.mushroom.world/data/fungi/Cortinariusalboviolaceus3.JPG
0,Cortinarius armillatus,Red-banded Cort,Inedible,Cortinariusarmillatus1.JPG,http://www.mushroom.world/show?n=Cortinarius-armillatus,http://www.mushroom.world/data/fungi/Cortinariusarmillatus1.JPG
1,Cortinarius armillatus,Red-banded Cort,Inedible,Cortinariusarmillatus2.JPG,http://www.mushroom.world/show?n=Cortinarius-armillatus,http://www.mushroom.world/data/fungi/Cortinariusarmillatus2.JPG
2,Cortinarius armillatus,Red-banded Cort,Inedible,Cortinariusarmillatus3.JPG,http://www.mushroom.world/show?n=Cortinarius-armillatus,http://www.mushroom.world/data/fungi/Cortinariusarmillatus3.JPG
3,Cortinarius armillatus,Red-banded Cort,Inedible,Cortinariusarmillatus4.JPG,http://www.mushroom.world/show?n=Cortinarius-armillatus,http://www.mushroom.world/data/fungi/Cortinariusarmillatus4.JPG
0,Cortinarius caperatus,Gypsy Mushroom,Edible and good,Cortinariuscaperatus1.JPG,http://www.mushroom.world/show?n=Cortinarius-caperatus,http://www.mushroom.world/data/fungi/Cortinariuscaperatus1.JPG
1,Cortinarius caperatus,Gypsy Mushroom,Edible and good,Cortinariuscaperatus2.JPG,http://www.mushroom.world/show?n=Cortinarius-caperatus,http://www.mushroom.world/data/fungi/Cortinariuscaperatus2.JPG
2,Cortinarius caperatus,Gypsy Mushroom,Edible and good,Cortinariuscaperatus3.JPG,http://www.mushroom.world/show?n=Cortinarius-caperatus,http://www.mushroom.world/data/fungi/Cortinariuscaperatus3.JPG
3,Cortinarius caperatus,Gypsy Mushroom,Edible and good,Cortinariuscaperatus4.JPG,http://www.mushroom.world/show?n=Cortinarius-caperatus,http://www.mushroom.world/data/fungi/Cortinariuscaperatus4.JPG
4,Cortinarius caperatus,Gypsy Mushroom,Edible and good,Cortinariuscaperatus5.JPG,http://www.mushroom.world/show?n=Cortinarius-caperatus,http://www.mushroom.world/data/fungi/Cortinariuscaperatus5.JPG
5,Cortinarius caperatus,Gypsy Mushroom,Edible and good,Cortinariuscaperatus6.JPG,http://www.mushroom.world/show?n=Cortinarius-caperatus,http://www.mushroom.world/data/fungi/Cortinariuscaperatus6.JPG
0,"Cortinarius collinitus
        

",N/A,Inedible,Cortinariuscollinitus1.JPG,http://www.mushroom.world/show?n=Cortinarius-collinitus,http://www.mushroom.world/data/fungi/Cortinariuscollinitus1.JPG
1,"Cortinarius collinitus
        

",N/A,Inedible,Cortinariuscollinitus2.JPG,http://www.mushroom.world/show?n=Cortinarius-collinitus,http://www.mushroom.world/data/fungi/Cortinariuscollinitus2.JPG
2,"Cortinarius collinitus
        

",N/A,Inedible,Cortinariuscollinitus3.JPG,http://www.mushroom.world/show?n=Cortinarius-collinitus,http://www.mushroom.world/data/fungi/Cortinariuscollinitus3.JPG
3,"Cortinarius collinitus
        

",N/A,Inedible,Cortinariuscollinitus4.JPG,http://www.mushroom.world/show?n=Cortinarius-collinitus,http://www.mushroom.world/data/fungi/Cortinariuscollinitus4.JPG
0,Cortinarius croceus,Saffron Webcap,Inedible,Cortinariuscroceus1.JPG,http://www.mushroom.world/show?n=Cortinarius-croceus,http://www.mushroom.world/data/fungi/Cortinariuscroceus1.JPG
1,Cortinarius croceus,Saffron Webcap,Inedible,Cortinariuscroceus2.JPG,http://www.mushroom.world/show?n=Cortinarius-croceus,http://www.mushroom.world/data/fungi/Cortinariuscroceus2.JPG
2,Cortinarius croceus,Saffron Webcap,Inedible,Cortinariuscroceus3.JPG,http://www.mushroom.world/show?n=Cortinarius-croceus,http://www.mushroom.world/data/fungi/Cortinariuscroceus3.JPG
3,Cortinarius croceus,Saffron Webcap,Inedible,Cortinariuscroceus4.JPG,http://www.mushroom.world/show?n=Cortinarius-croceus,http://www.mushroom.world/data/fungi/Cortinariuscroceus4.JPG
0,Cortinarius laniger,Woolly Webcap,Inedible,Cortinariuslaniger1.JPG,http://www.mushroom.world/show?n=Cortinarius-laniger,http://www.mushroom.world/data/fungi/Cortinariuslaniger1.JPG
1,Cortinarius laniger,Woolly Webcap,Inedible,Cortinariuslaniger2.JPG,http://www.mushroom.world/show?n=Cortinarius-laniger,http://www.mushroom.world/data/fungi/Cortinariuslaniger2.JPG
2,Cortinarius laniger,Woolly Webcap,Inedible,Cortinariuslaniger3.JPG,http://www.mushroom.world/show?n=Cortinarius-laniger,http://www.mushroom.world/data/fungi/Cortinariuslaniger3.JPG
3,Cortinarius laniger,Woolly Webcap,Inedible,Cortinariuslaniger4.JPG,http://www.mushroom.world/show?n=Cortinarius-laniger,http://www.mushroom.world/data/fungi/Cortinariuslaniger4.JPG
4,Cortinarius laniger,Woolly Webcap,Inedible,Cortinariuslaniger5.JPG,http://www.mushroom.world/show?n=Cortinarius-laniger,http://www.mushroom.world/data/fungi/Cortinariuslaniger5.JPG
0,"Cortinarius malicorius
        

",N/A,Inedible,Cortinariusmalicorius1.jpg,http://www.mushroom.world/show?n=Cortinarius-malicorius,http://www.mushroom.world/data/fungi/Cortinariusmalicorius1.jpg
1,"Cortinarius malicorius
        

",N/A,Inedible,Cortinariusmalicorius2.jpg,http://www.mushroom.world/show?n=Cortinarius-malicorius,http://www.mushroom.world/data/fungi/Cortinariusmalicorius2.jpg
0,Cortinarius mucosus,Orange Webcap,Inedible,Cortinariusmucosus1.JPG,http://www.mushroom.world/show?n=Cortinarius-mucosus,http://www.mushroom.world/data/fungi/Cortinariusmucosus1.JPG
1,Cortinarius mucosus,Orange Webcap,Inedible,Cortinariusmucosus2.JPG,http://www.mushroom.world/show?n=Cortinarius-mucosus,http://www.mushroom.world/data/fungi/Cortinariusmucosus2.JPG
2,Cortinarius mucosus,Orange Webcap,Inedible,Cortinariusmucosus3.JPG,http://www.mushroom.world/show?n=Cortinarius-mucosus,http://www.mushroom.world/data/fungi/Cortinariusmucosus3.JPG
3,Cortinarius mucosus,Orange Webcap,Inedible,Cortinariusmucosus4.JPG,http://www.mushroom.world/show?n=Cortinarius-mucosus,http://www.mushroom.world/data/fungi/Cortinariusmucosus4.JPG
0,Cortinarius orellanus,Fool's Webcap,Lethally poisonous,Cortinariusorellanus1.jpg,http://www.mushroom.world/show?n=Cortinarius-orellanus,http://www.mushroom.world/data/fungi/Cortinariusorellanus1.jpg
1,Cortinarius orellanus,Fool's Webcap,Lethally poisonous,Cortinariusorellanus2.jpg,http://www.mushroom.world/show?n=Cortinarius-orellanus,http://www.mushroom.world/data/fungi/Cortinariusorellanus2.jpg
0,Cortinarius rubellus,Deadly Webcap,Lethally poisonous,Cortinariusrubellus1.jpg,http://www.mushroom.world/show?n=Cortinarius-rubellus,http://www.mushroom.world/data/fungi/Cortinariusrubellus1.jpg
1,Cortinarius rubellus,Deadly Webcap,Lethally poisonous,Cortinariusrubellus2.jpg,http://www.mushroom.world/show?n=Cortinarius-rubellus,http://www.mushroom.world/data/fungi/Cortinariusrubellus2.jpg
2,Cortinarius rubellus,Deadly Webcap,Lethally poisonous,Cortinariusrubellus3.jpg,http://www.mushroom.world/show?n=Cortinarius-rubellus,http://www.mushroom.world/data/fungi/Cortinariusrubellus3.jpg
0,Cortinarius semisanguineus,Poison Dye Cort,Poisonous,Cortinariussemisanguineus1.JPG,http://www.mushroom.world/show?n=Cortinarius-semisanguineus,http://www.mushroom.world/data/fungi/Cortinariussemisanguineus1.JPG
1,Cortinarius semisanguineus,Poison Dye Cort,Poisonous,Cortinariussemisanguineus2.JPG,http://www.mushroom.world/show?n=Cortinarius-semisanguineus,http://www.mushroom.world/data/fungi/Cortinariussemisanguineus2.JPG
2,Cortinarius semisanguineus,Poison Dye Cort,Poisonous,Cortinariussemisanguineus3.JPG,http://www.mushroom.world/show?n=Cortinarius-semisanguineus,http://www.mushroom.world/data/fungi/Cortinariussemisanguineus3.JPG
3,Cortinarius semisanguineus,Poison Dye Cort,Poisonous,Cortinariussemisanguineus4.JPG,http://www.mushroom.world/show?n=Cortinarius-semisanguineus,http://www.mushroom.world/data/fungi/Cortinariussemisanguineus4.JPG
4,Cortinarius semisanguineus,Poison Dye Cort,Poisonous,Cortinariussemisanguineus5.JPG,http://www.mushroom.world/show?n=Cortinarius-semisanguineus,http://www.mushroom.world/data/fungi/Cortinariussemisanguineus5.JPG
5,Cortinarius semisanguineus,Poison Dye Cort,Poisonous,Cortinariussemisanguineus6.jpg,http://www.mushroom.world/show?n=Cortinarius-semisanguineus,http://www.mushroom.world/data/fungi/Cortinariussemisanguineus6.jpg
6,Cortinarius semisanguineus,Poison Dye Cort,Poisonous,Cortinariussemisanguineus7.jpg,http://www.mushroom.world/show?n=Cortinarius-semisanguineus,http://www.mushroom.world/data/fungi/Cortinariussemisanguineus7.jpg
0,Cortinarius traganus,Gassy webcap,Inedible,Cortinariustraganus1.JPG,http://www.mushroom.world/show?n=Cortinarius-traganus,http://www.mushroom.world/data/fungi/Cortinariustraganus1.JPG
1,Cortinarius traganus,Gassy webcap,Inedible,Cortinariustraganus2.JPG,http://www.mushroom.world/show?n=Cortinarius-traganus,http://www.mushroom.world/data/fungi/Cortinariustraganus2.JPG
2,Cortinarius traganus,Gassy webcap,Inedible,Cortinariustraganus3.JPG,http://www.mushroom.world/show?n=Cortinarius-traganus,http://www.mushroom.world/data/fungi/Cortinariustraganus3.JPG
3,Cortinarius traganus,Gassy webcap,Inedible,Cortinariustraganus4.JPG,http://www.mushroom.world/show?n=Cortinarius-traganus,http://www.mushroom.world/data/fungi/Cortinariustraganus4.JPG
4,Cortinarius traganus,Gassy webcap,Inedible,Cortinariustraganus5.JPG,http://www.mushroom.world/show?n=Cortinarius-traganus,http://www.mushroom.world/data/fungi/Cortinariustraganus5.JPG
0,Craterellus tubaeformis,Trumpet Chantarelle,Edible and good,Craterellustubaeformis1.JPG,http://www.mushroom.world/show?n=Craterellus-tubaeformis,http://www.mushroom.world/data/fungi/Craterellustubaeformis1.JPG
1,Craterellus tubaeformis,Trumpet Chantarelle,Edible and good,Craterellustubaeformis2.JPG,http://www.mushroom.world/show?n=Craterellus-tubaeformis,http://www.mushroom.world/data/fungi/Craterellustubaeformis2.JPG
2,Craterellus tubaeformis,Trumpet Chantarelle,Edible and good,Craterellustubaeformis3.JPG,http://www.mushroom.world/show?n=Craterellus-tubaeformis,http://www.mushroom.world/data/fungi/Craterellustubaeformis3.JPG
3,Craterellus tubaeformis,Trumpet Chantarelle,Edible and good,Craterellustubaeformis4.JPG,http://www.mushroom.world/show?n=Craterellus-tubaeformis,http://www.mushroom.world/data/fungi/Craterellustubaeformis4.JPG
4,Craterellus tubaeformis,Trumpet Chantarelle,Edible and good,Craterellustubaeformis5.jpg,http://www.mushroom.world/show?n=Craterellus-tubaeformis,http://www.mushroom.world/data/fungi/Craterellustubaeformis5.jpg
5,Craterellus tubaeformis,Trumpet Chantarelle,Edible and good,Craterellustubaeformis6.jpg,http://www.mushroom.world/show?n=Craterellus-tubaeformis,http://www.mushroom.world/data/fungi/Craterellustubaeformis6.jpg
0,Cystoderma amianthinum,Earthy Powdercap,Inedible,Cystodermaamianthinum1.JPG,http://www.mushroom.world/show?n=Cystoderma-amianthinum,http://www.mushroom.world/data/fungi/Cystodermaamianthinum1.JPG
1,Cystoderma amianthinum,Earthy Powdercap,Inedible,Cystodermaamianthinum2.JPG,http://www.mushroom.world/show?n=Cystoderma-amianthinum,http://www.mushroom.world/data/fungi/Cystodermaamianthinum2.JPG
2,Cystoderma amianthinum,Earthy Powdercap,Inedible,Cystodermaamianthinum3.JPG,http://www.mushroom.world/show?n=Cystoderma-amianthinum,http://www.mushroom.world/data/fungi/Cystodermaamianthinum3.JPG
0,Entoloma sericeum,Silky Pinkgill,Inedible,Entolomasericeum1.JPG,http://www.mushroom.world/show?n=Entoloma-sericeum,http://www.mushroom.world/data/fungi/Entolomasericeum1.JPG
1,Entoloma sericeum,Silky Pinkgill,Inedible,Entolomasericeum2.JPG,http://www.mushroom.world/show?n=Entoloma-sericeum,http://www.mushroom.world/data/fungi/Entolomasericeum2.JPG
2,Entoloma sericeum,Silky Pinkgill,Inedible,Entolomasericeum3.JPG,http://www.mushroom.world/show?n=Entoloma-sericeum,http://www.mushroom.world/data/fungi/Entolomasericeum3.JPG
3,Entoloma sericeum,Silky Pinkgill,Inedible,Entolomasericeum4.JPG,http://www.mushroom.world/show?n=Entoloma-sericeum,http://www.mushroom.world/data/fungi/Entolomasericeum4.JPG
4,Entoloma sericeum,Silky Pinkgill,Inedible,Entolomasericeum5.JPG,http://www.mushroom.world/show?n=Entoloma-sericeum,http://www.mushroom.world/data/fungi/Entolomasericeum5.JPG
5,Entoloma sericeum,Silky Pinkgill,Inedible,Entolomasericeum6.JPG,http://www.mushroom.world/show?n=Entoloma-sericeum,http://www.mushroom.world/data/fungi/Entolomasericeum6.JPG
0,Entoloma vernum,Pinkgill mushroom,Inedible,Entolomavernum1.JPG,http://www.mushroom.world/show?n=Entoloma-vernum,http://www.mushroom.world/data/fungi/Entolomavernum1.JPG
1,Entoloma vernum,Pinkgill mushroom,Inedible,Entolomavernum2.JPG,http://www.mushroom.world/show?n=Entoloma-vernum,http://www.mushroom.world/data/fungi/Entolomavernum2.JPG
2,Entoloma vernum,Pinkgill mushroom,Inedible,Entolomavernum3.JPG,http://www.mushroom.world/show?n=Entoloma-vernum,http://www.mushroom.world/data/fungi/Entolomavernum3.JPG
3,Entoloma vernum,Pinkgill mushroom,Inedible,Entolomavernum4.JPG,http://www.mushroom.world/show?n=Entoloma-vernum,http://www.mushroom.world/data/fungi/Entolomavernum4.JPG
4,Entoloma vernum,Pinkgill mushroom,Inedible,Entolomavernum5.JPG,http://www.mushroom.world/show?n=Entoloma-vernum,http://www.mushroom.world/data/fungi/Entolomavernum5.JPG
5,Entoloma vernum,Pinkgill mushroom,Inedible,Entolomavernum6.JPG,http://www.mushroom.world/show?n=Entoloma-vernum,http://www.mushroom.world/data/fungi/Entolomavernum6.JPG
0,Galerina marginata,Funeral Bell,Lethally poisonous,Galerinamarginata1.jpg,http://www.mushroom.world/show?n=Galerina-marginata,http://www.mushroom.world/data/fungi/Galerinamarginata1.jpg
1,Galerina marginata,Funeral Bell,Lethally poisonous,Galerinamarginata2.jpg,http://www.mushroom.world/show?n=Galerina-marginata,http://www.mushroom.world/data/fungi/Galerinamarginata2.jpg
2,Galerina marginata,Funeral Bell,Lethally poisonous,Galerinamarginata3.jpg,http://www.mushroom.world/show?n=Galerina-marginata,http://www.mushroom.world/data/fungi/Galerinamarginata3.jpg
3,Galerina marginata,Funeral Bell,Lethally poisonous,Galerinamarginata4.jpg,http://www.mushroom.world/show?n=Galerina-marginata,http://www.mushroom.world/data/fungi/Galerinamarginata4.jpg
4,Galerina marginata,Funeral Bell,Lethally poisonous,Galerinamarginata5.jpg,http://www.mushroom.world/show?n=Galerina-marginata,http://www.mushroom.world/data/fungi/Galerinamarginata5.jpg
0,Gomphidius glutinosus,Slimy Spike,Edible,Gomphidiusglutinosus1.JPG,http://www.mushroom.world/show?n=Gomphidius-glutinosus,http://www.mushroom.world/data/fungi/Gomphidiusglutinosus1.JPG
1,Gomphidius glutinosus,Slimy Spike,Edible,Gomphidiusglutinosus2.JPG,http://www.mushroom.world/show?n=Gomphidius-glutinosus,http://www.mushroom.world/data/fungi/Gomphidiusglutinosus2.JPG
2,Gomphidius glutinosus,Slimy Spike,Edible,Gomphidiusglutinosus3.JPG,http://www.mushroom.world/show?n=Gomphidius-glutinosus,http://www.mushroom.world/data/fungi/Gomphidiusglutinosus3.JPG
3,Gomphidius glutinosus,Slimy Spike,Edible,Gomphidiusglutinosus4.JPG,http://www.mushroom.world/show?n=Gomphidius-glutinosus,http://www.mushroom.world/data/fungi/Gomphidiusglutinosus4.JPG
4,Gomphidius glutinosus,Slimy Spike,Edible,Gomphidiusglutinosus5.JPG,http://www.mushroom.world/show?n=Gomphidius-glutinosus,http://www.mushroom.world/data/fungi/Gomphidiusglutinosus5.JPG
5,Gomphidius glutinosus,Slimy Spike,Edible,Gomphidiusglutinosus6.JPG,http://www.mushroom.world/show?n=Gomphidius-glutinosus,http://www.mushroom.world/data/fungi/Gomphidiusglutinosus6.JPG
0,Gyromitra esculenta,False Morel,Lethally poisonous,Gyromitraesculenta1.JPG,http://www.mushroom.world/show?n=Gyromitra-esculenta,http://www.mushroom.world/data/fungi/Gyromitraesculenta1.JPG
1,Gyromitra esculenta,False Morel,Lethally poisonous,Gyromitraesculenta2.JPG,http://www.mushroom.world/show?n=Gyromitra-esculenta,http://www.mushroom.world/data/fungi/Gyromitraesculenta2.JPG
2,Gyromitra esculenta,False Morel,Lethally poisonous,Gyromitraesculenta3.JPG,http://www.mushroom.world/show?n=Gyromitra-esculenta,http://www.mushroom.world/data/fungi/Gyromitraesculenta3.JPG
3,Gyromitra esculenta,False Morel,Lethally poisonous,Gyromitraesculenta4.JPG,http://www.mushroom.world/show?n=Gyromitra-esculenta,http://www.mushroom.world/data/fungi/Gyromitraesculenta4.JPG
4,Gyromitra esculenta,False Morel,Lethally poisonous,Gyromitraesculenta5.JPG,http://www.mushroom.world/show?n=Gyromitra-esculenta,http://www.mushroom.world/data/fungi/Gyromitraesculenta5.JPG
5,Gyromitra esculenta,False Morel,Lethally poisonous,Gyromitraesculenta6.JPG,http://www.mushroom.world/show?n=Gyromitra-esculenta,http://www.mushroom.world/data/fungi/Gyromitraesculenta6.JPG
0,Gyromitra infula,Hooded false morel,Poisonous,Gyromitrainfula1.JPG,http://www.mushroom.world/show?n=Gyromitra-infula,http://www.mushroom.world/data/fungi/Gyromitrainfula1.JPG
1,Gyromitra infula,Hooded false morel,Poisonous,Gyromitrainfula2.JPG,http://www.mushroom.world/show?n=Gyromitra-infula,http://www.mushroom.world/data/fungi/Gyromitrainfula2.JPG
2,Gyromitra infula,Hooded false morel,Poisonous,Gyromitrainfula3.JPG,http://www.mushroom.world/show?n=Gyromitra-infula,http://www.mushroom.world/data/fungi/Gyromitrainfula3.JPG
3,Gyromitra infula,Hooded false morel,Poisonous,Gyromitrainfula4.JPG,http://www.mushroom.world/show?n=Gyromitra-infula,http://www.mushroom.world/data/fungi/Gyromitrainfula4.JPG
0,Hebeloma crustuliniforme,Poison Pie,Poisonous,Hebelomacrustuliniforme1.JPG,http://www.mushroom.world/show?n=Hebeloma-crustuliniforme,http://www.mushroom.world/data/fungi/Hebelomacrustuliniforme1.JPG
